,high,close,open,low
2010-01-04,,,,
2010-01-05,,,,
2010-01-06,,,,
2010-01-07,,,,
2010-01-08,,,,
2010-01-11,,,,
2010-01-12,,,,
2010-01-13,,,,
2010-01-14,,,,
2010-01-15,,,,
2010-01-18,,,,
2010-01-19,,,,
2010-01-20,,,,
2010-01-21,,,,
2010-01-22,,,,
2010-01-25,,,,
2010-01-26,,,,
2010-01-27,,,,
2010-01-28,,,,
2010-01-29,,,,
2010-02-01,,,,
2010-02-02,,,,
2010-02-03,,,,
2010-02-04,,,,
2010-02-05,,,,
2010-02-08,,,,
2010-02-09,,,,
2010-02-10,,,,
2010-02-11,,,,
2010-02-12,,,,
2010-02-22,,,,
2010-02-23,,,,
2010-02-24,,,,
2010-02-25,,,,
2010-02-26,,,,
2010-03-01,,,,
2010-03-02,,,,
2010-03-03,,,,
2010-03-04,,,,
2010-03-05,,,,
2010-03-08,,,,
2010-03-09,,,,
2010-03-10,,,,
2010-03-11,,,,
2010-03-12,,,,
2010-03-15,,,,
2010-03-16,,,,
2010-03-17,,,,
2010-03-18,,,,
2010-03-19,,,,
2010-03-22,,,,
2010-03-23,,,,
2010-03-24,,,,
2010-03-25,,,,
2010-03-26,,,,
2010-03-29,,,,
2010-03-30,,,,
2010-03-31,,,,
2010-04-01,,,,
2010-04-02,,,,
2010-04-06,,,,
2010-04-07,,,,
2010-04-08,,,,
2010-04-09,,,,
2010-04-12,,,,
2010-04-13,,,,
2010-04-14,,,,
2010-04-15,,,,
2010-04-16,,,,
2010-04-19,,,,
2010-04-20,,,,
2010-04-21,,,,
2010-04-22,,,,
2010-04-23,,,,
2010-04-26,,,,
2010-04-27,,,,
2010-04-28,,,,
2010-04-29,,,,
2010-04-30,,,,
2010-05-04,,,,
2010-05-05,,,,
2010-05-06,,,,
2010-05-07,,,,
2010-05-10,,,,
2010-05-11,,,,
2010-05-12,,,,
2010-05-13,,,,
2010-05-14,,,,
2010-05-17,,,,
2010-05-18,,,,
2010-05-19,,,,
2010-05-20,,,,
2010-05-21,,,,
2010-05-24,,,,
2010-05-25,,,,
2010-05-26,,,,
2010-05-27,,,,
2010-05-28,,,,
2010-05-31,,,,
2010-06-01,,,,
2010-06-02,,,,
2010-06-03,,,,
2010-06-04,,,,
2010-06-07,,,,
2010-06-08,,,,
2010-06-09,,,,
2010-06-10,,,,
2010-06-11,,,,
2010-06-17,,,,
2010-06-18,,,,
2010-06-21,,,,
2010-06-22,,,,
2010-06-23,,,,
2010-06-24,,,,
2010-06-25,,,,
2010-06-28,,,,
2010-06-29,,,,
2010-06-30,,,,
2010-07-01,,,,
2010-07-02,,,,
2010-07-05,,,,
2010-07-06,,,,
2010-07-07,,,,
2010-07-08,,,,
2010-07-09,,,,
2010-07-12,,,,
2010-07-13,,,,
2010-07-14,,,,
2010-07-15,,,,
2010-07-16,,,,
2010-07-19,,,,
2010-07-20,,,,
2010-07-21,,,,
2010-07-22,,,,
2010-07-23,,,,
2010-07-26,,,,
2010-07-27,,,,
2010-07-28,,,,
2010-07-29,,,,
2010-07-30,,,,
2010-08-02,,,,
2010-08-03,,,,
2010-08-04,,,,
2010-08-05,,,,
2010-08-06,,,,
2010-08-09,,,,
2010-08-10,,,,
2010-08-11,,,,
2010-08-12,1.419549,1.220164,1.404211,1.213064
2010-08-13,1.306507,1.262484,1.278389,1.23607
2010-08-16,1.23749,1.222153,1.192898,1.179265
2010-08-17,1.249135,1.236638,1.215904,1.209371
2010-08-18,1.24317,1.191478,1.238342,1.185798
2010-08-19,1.217324,1.193466,1.191478,1.184377
2010-08-20,1.205395,1.192898,1.183809,1.178697
2010-08-23,1.203975,1.139502,1.195738,1.136093
2010-08-24,1.143194,1.130697,1.143194,1.106271
2010-08-25,1.144046,1.107975,1.119336,1.107691
2010-08-26,1.126153,1.121892,1.117632,1.098034
2010-08-27,1.130129,1.127573,1.113372,1.109111
2010-08-30,1.148874,1.140354,1.131833,1.130981
2010-08-31,1.14149,1.133253,1.136377,1.124732
2010-09-01,1.184093,1.16194,1.134957,1.134957
2010-09-02,1.184093,1.171596,1.160519,1.14859
2010-09-03,1.189206,1.170176,1.167904,1.156543
2010-09-06,1.178413,1.117916,1.173016,1.107691
2010-09-07,1.129561,1.121608,1.119904,1.110815
2010-09-08,1.118768,1.114792,1.107691,1.102011
2010-09-09,1.128993,1.111951,1.111951,1.107123
2010-09-10,1.116212,1.092922,1.104851,1.084685
2010-09-13,1.119052,1.119052,1.09633,1.091218
2010-09-14,1.132685,1.104851,1.128993,1.09917
2010-09-15,1.104283,1.031005,1.09349,1.024756
2010-09-16,1.038673,1.006295,1.029585,0.988401
2010-09-17,1.026744,1.000898,1.008283,0.994366
2010-09-20,1.010555,0.983005,1.005443,0.982153
2010-09-21,0.991242,0.95091,0.991242,0.948638
2010-09-27,0.962839,0.962839,0.950626,0.950058
2010-09-28,1.059123,1.059123,0.982721,0.982721
2010-09-29,1.065656,1.062247,1.040662,1.014247
2010-09-30,1.069348,1.055999,1.05117,1.04549
2010-10-08,1.084969,1.067644,1.06736,1.055999
2010-10-11,1.06736,1.034697,1.06736,1.029301
2010-10-12,1.057987,1.033277,1.034981,1.031005
2010-10-13,1.028165,1.023336,1.028165,1.008851
2010-10-14,1.049466,1.013111,1.016804,1.011691
2010-10-15,1.018792,0.996922,1.009703,0.978744
2010-10-18,1.004023,1.001466,1.004023,0.96852
2010-10-19,1.084969,1.054579,1.007715,1.002318
2010-10-20,1.073608,1.055147,1.036685,1.031573
2010-10-21,1.084969,1.070484,1.060259,1.039525
2010-10-22,1.096046,1.081845,1.067928,1.065088
2010-10-25,1.135241,1.127289,1.082129,1.081845
2010-10-26,1.133253,1.11394,1.130413,1.101159
2010-10-27,1.131549,1.086673,1.117632,1.084969
2010-10-28,1.113372,1.103715,1.082129,1.079289
2010-10-29,1.164496,1.13865,1.104283,1.09775
2010-11-01,1.161087,1.143478,1.152567,1.107691
2010-11-02,1.14575,1.105703,1.14575,1.09775
2010-11-03,1.098318,1.072472,1.098318,1.070768
2010-11-04,1.102863,1.094058,1.070768,1.0702
2010-11-05,1.104283,1.090082,1.096614,1.079289
2010-11-08,1.132969,1.124448,1.09633,1.09491
2010-11-09,1.141774,1.12388,1.125301,1.113372
2010-11-10,1.192046,1.178697,1.124164,1.116212
2010-11-11,1.252543,1.201419,1.16904,1.167336
2010-11-12,1.21846,1.124732,1.192898,1.11394
2010-11-15,1.192898,1.190058,1.124164,1.12246
2010-11-16,1.215052,1.151715,1.198579,1.130413
2010-11-17,1.207099,1.156827,1.134389,1.130413
2010-11-18,1.249419,1.239478,1.175573,1.141206
2010-11-19,1.292306,1.280945,1.238342,1.225561
2010-11-22,1.300543,1.259644,1.265324,1.239194
2010-11-23,1.348827,1.345987,1.249419,1.239762
